순위,매물 이름,거래 유형,가격,업로드 날짜,매물 유형,매물 세부사항 (방갯수/면적/층수),상세 설명,위치
146,이매삼성 1010동,매매,"140,000 만원",20.12.07,아파트,확장올수리 이매역인접남향 이매중 귀한입주직접매물,경기도  성남시  이매동
147,봇들마을9단지 904동,매매,"185,000 만원",20.12.07,아파트,좋은구조 GTX최대수혜단지임 집샹태굿 확실출발,경기도  성남시  삼평동
148,푸른쌍용 606동,매매,"90,000 만원",20.12.05,아파트,"즉시입주할수있음,전용공간이크게빠짐,학군이좋음,백화점및병원근접",경기도  성남시  수내동
149,매화공무원2단지 216동,전세,"43,000 만원",20.12.05,아파트,입주협의 . 올수리 . 조용한동 . 귀한전세,경기도  성남시  야탑동
150,"양지3,5단지금호한양 301동",매매,"175,000 만원",20.12.05,아파트,최근확장특올수리 입주가능 학군 학원가최고 수내역세권,경기도  성남시  수내동
151,매화공무원2단지 204동,매매,"73,000 만원",20.12.05,아파트,투자굿 . 남향 . 조용한동 . 올수리,경기도  성남시  야탑동
152,봇들마을9단지 904동,매매,"185,000 만원",20.12.05,아파트,"38급매 세안고 인기구조 gtx역앞 확장된 거실,안방 붙박이.부엌 화이트",경기도  성남시  삼평동
153,시범우성 216동,전세,"130,000 만원",20.12.05,아파트,73 확장올수리에 탁 트인 앞 뒤 전망 2세대가 합가 하기에  좋은 구조,경기도  성남시  서현동
154,시범우성 213동,전세,"110,000 만원",20.12.05,아파트,63예전올수리샷시포함 탁 트인 앞전망 조용하며 2세대합가하기좋은구조서현중,경기도  성남시  서현동
155,이매삼성 1004동,매매,"150,000 만원",20.12.05,아파트,46p 올수리 조용한로얄동 단지내이매중 세안고,경기도  성남시  이매동
156,봇들마을9단지 910동,매매,"370,000 만원",20.12.04,아파트,"68추천 단층 펜트 입주 남향 탁 트인 전망 관리잘됨 확장된 거실,방5개",경기도  성남시  삼평동
157,"효자대우,대창 620동",매매,"110,000 만원",20.12.04,아파트,주인거주 올확장부분수리,경기도  성남시  서현동
158,무지개1단지대림 111동,매매,"117,000 만원",20.12.03,아파트,"전망굿,정상입주,오리역",경기도  성남시  구미동
159,효자임광 303동,월세,"55,000 / 50 만원",20.12.03,아파트,최근샷시포함완벽특올수리  상태최상,경기도  성남시  서현동
160,효자미래타운 604동,매매,"125,000 만원",20.12.03,아파트,입주가능 주인거주 샷시제외한전체올수리,경기도  성남시  서현동
161,장안타운건영2차 110동,매매,"125,000 만원",20.12.03,아파트,특올수리 입주가능 방4,경기도  성남시  분당동
162,양지1단지금호 116동,전세,"130,000 만원",20.12.02,아파트,50P 샷시까지특수리 앞뒤전망시원 융자없음 수내역 중앙공원인접,경기도  성남시  수내동
163,정든우성6단지 613동,전세,"68,000 만원",20.12.02,아파트,정남향 단지내초등 수리깨끗 학군양호,경기도  성남시  정자동
164,이매청구 614동,매매,"190,000 만원",20.12.02,아파트,올수리 전망굿 더블역세권 GTX수혜단지 입주추천,경기도  성남시  이매동
165,이매삼성 1009동,매매,"170,000 만원",20.12.02,아파트,전체특올수리 남향로얄동 전망 이매중단지 역세권 입주추천,경기도  성남시  이매동
166,판교써밋플레이스 102동,월세,"50,000 / 300 만원",20.12.02,아파트,"확트인전망,융자없고 인테리어깨끗한집입니다.",경기도  성남시  삼평동
167,백현마을6단지 606동,전세,"93,000 만원",20.12.01,아파트,집밝고예뻐요 역세권,경기도  성남시  백현동
168,청솔대원 808동,전세,"100,000 만원",20.12.01,아파트,남향 특수리해줌 중도금필요 2월24일 미금역세권,경기도  성남시  금곡동
169,백현마을2단지 209동,매매,"170,000 만원",20.12.01,아파트,32판상형입니다  정남향   세안고  뷰가좋구요,경기도  성남시  백현동
170,백현마을7단지 701동,매매,"170,000 만원",20.12.01,아파트,판상형 초중고 판교역 현백 모든부족함없는 투자유망지백현마을강추합니다,경기도  성남시  백현동
171,백현마을2단지 212동,매매,"174,000 만원",20.12.01,아파트,아이들뛰어놀기 좋다  특특수리  뷰가좋아요,경기도  성남시  백현동
172,백현마을6단지 605동,전세,"95,000 만원",20.12.01,아파트,귀한전세  아이보리크림톤 환하고이뻐요 각방붙박이설치됨,경기도  성남시  백현동
